6	753	1
6	760	1
6	763	1
6	766	1
6	772	-1
6	774	-1
6	776	-1
8	44	1
8	51	1
8	71	1
8	74	1
8	78	1
8	142	1
8	607	1
8	648	1
8	651	1
8	690	1
8	726	1
8	791	1
8	792	1
8	793	1
8	794	1
8	798	1
8	799	1
8	803	1
8	804	1
8	815	1
8	821	1
8	822	1
8	835	1
8	836	1
8	837	1
8	838	1
8	842	1
8	854	1
8	858	1
8	859	1
8	865	1
8	872	1
8	877	1
8	880	1
8	889	1
8	896	1
8	897	1
8	899	1
8	906	1
8	907	1
8	910	1
8	915	1
8	923	1
8	928	1
8	930	1
8	933	1
8	934	1
8	935	1
8	936	1
8	939	1
8	943	1
8	947	1
8	948	1
8	953	1
8	954	1
8	958	1
8	963	1
8	973	1
8	976	1
8	984	1
8	988	1
8	991	1
8	993	1
8	995	1
8	996	1
8	1004	1
8	1008	1
8	1013	1
8	1014	1
8	1015	1
8	1017	1
8	1019	1
8	1021	1
8	1029	1
8	1037	1
8	1038	1
8	1041	1
8	1046	1
8	1050	1
8	1051	1
8	1055	1
8	1060	1
8	1062	1
8	1066	1
11	784	1
11	787	1
11	1091	1
11	1092	1
11	1094	1
11	1103	1
22	74	-1
22	726	-1
22	943	-1
22	996	-1
22	1050	-1
22	1442	-1
22	2352	-1
22	2364	1
22	2615	1
22	5598	-1
22	8289	1
22	8295	-1
22	8298	-1
22	8299	-1
22	8303	-1
22	8308	-1
22	8311	-1
27	32	1
27	33	1
27	39	1
27	41	1
32	27	1
32	140	1
32	6951	1
32	6953	1
33	8336	1
39	27	1
41	27	1
41	2845	1
41	8344	1
41	8345	1
44	108	1
51	52	1
51	110	1
51	139	1
51	10866	1
52	51	1
55	60	1
55	67	1
55	71	1
55	74	1
55	75	1
55	78	1
55	94	1
60	55	1
60	176	1
60	3922	1
60	4128	-1
60	25804	1
60	25809	1
60	25810	-1
67	55	1
67	71	1
67	74	1
67	648	1
67	791	1
67	798	1
67	842	1
67	858	1
67	859	1
67	880	1
67	936	1
67	973	1
67	976	1
67	988	1
67	991	1
67	1021	1
67	1029	1
67	1066	1
67	1200	1
67	1389	1
67	1533	1
67	2073	1
67	2094	1
67	2328	1
67	2421	1
67	3773	1
67	4217	1
67	4258	1
67	4838	1
67	7731	1
67	9776	1
67	15688	1
67	19442	1
67	20915	1
67	25836	1
67	25837	1
67	25838	1
71	55	1
71	67	1
71	74	1
71	798	1
71	858	1
71	880	1
71	896	1
71	973	1
71	1029	1
71	1066	1
71	2448	1
74	27	1
74	55	1
74	67	1
74	71	1
74	75	1
74	78	1
74	522	1
74	607	1
74	648	1
74	791	1
74	798	1
74	804	1
74	842	1
74	880	1
74	896	1
74	936	1
74	973	1
74	1019	1
74	1021	1
74	1029	1
74	1066	1
74	1241	1
74	1310	1
74	1335	1
74	1389	1
74	2073	1
74	2094	1
74	2163	1
74	2197	1
74	2290	1
74	2368	1
74	2369	1
74	2376	1
74	2379	1
74	2388	1
74	2392	1
74	2394	1
74	2395	1
74	2403	1
74	2412	1
74	2421	1
74	2424	1
74	2428	1
74	2430	1
74	2435	1
74	2441	1
74	2448	1
74	2456	1
74	2466	1
74	2467	1
74	2469	1
74	2471	1
75	74	1
75	1696	1
75	15628	1
78	55	1
78	71	1
78	74	1
78	75	1
78	607	1
78	648	1
78	669	1
78	726	1
78	793	1
78	836	1
78	842	1
78	880	1
78	896	1
78	897	1
78	928	-1
78	936	1
78	973	1
78	1066	1
78	1326	1
78	2388	1
78	2514	1
78	2550	1
78	3083	1
78	3771	1
78	5567	1
78	6697	1
78	6706	1
78	7097	1
78	7830	1
78	10617	1
78	15152	-1
78	16640	1
78	24985	1
78	24986	1
94	55	1
94	189	1
94	471	1
94	607	1
94	651	1
94	694	1
94	954	1
94	1415	1
94	1455	1
94	1529	1
94	1946	1
94	1990	1
94	2169	1
94	2170	1
94	2750	1
94	2907	1
94	2949	1
94	3068	1
94	3083	1
94	3383	1
94	3507	1
94	4163	1
94	4337	1
94	4581	1
94	5465	1
94	5567	1
94	5579	1
94	5810	1
94	5892	1
94	6563	1
94	7274	1
94	8869	1
94	9256	1
94	10409	1
94	13165	1
94	13736	1
94	13859	1
94	14946	1
94	16121	1
94	16124	1
94	17121	1
94	17971	1
94	18334	1
94	19940	1
94	19987	1
94	21745	1
94	25679	1
94	25891	1
94	25893	1
94	25899	1
94	25900	1
94	25904	1
94	25905	1
94	25912	1
94	25913	1
94	25919	1
94	25922	1
102	7272	1
106	109	1
106	323	1
106	471	1
106	522	1
106	651	1
106	791	1
106	859	1
106	936	1
106	1193	1
106	1200	1
106	1240	1
106	1241	1
106	1455	1
106	1639	1
106	2368	1
106	2679	1
106	3127	1
106	3169	1
106	3228	1
106	3305	1
106	4172	1
106	4308	1
106	4377	1
106	4691	1
106	4696	1
106	4794	1
106	5076	1
106	5155	1
106	5838	1
106	5980	1
106	5994	1
106	7114	1
106	7295	1
106	7615	1
106	7731	1
106	8298	1
106	8491	1
106	8919	1
106	10206	1
106	11619	1
106	12827	1
106	13680	1
106	14902	1
106	16607	1
106	17549	1
106	22054	1
106	24247	1
106	26344	1
106	26350	1
106	26352	1
106	26353	1
106	26356	1
106	26359	1
106	26360	1
107	12939	-1
107	21745	1
112	44	1
112	108	1
112	6585	1
112	6586	-1
112	6587	-1
140	32	1
142	75	1
142	106	1
142	323	1
142	651	1
142	694	1
142	791	1
142	815	1
142	935	1
142	953	1
142	1080	1
142	1117	1
142	1518	1
142	1592	1
142	2094	1
142	2239	1
142	2352	1
142	2466	1
142	2469	1
142	2615	1
142	2842	1
142	3004	1
142	3335	1
142	3446	1
142	3664	1
142	4039	1
142	4088	1
142	4230	1
142	4679	1
142	4691	1
142	4696	1
142	4699	1
142	5275	1
142	6110	1
142	6374	1
142	6596	1
142	6884	1
142	7095	1
142	7574	1
142	9022	1
142	9258	1
142	11073	1
142	11237	1
142	12189	-1
142	12729	1
142	14859	1
142	15427	1
142	16618	1
142	16648	1
142	16770	1
142	18334	1
142	18420	1
142	20651	1
142	20784	1
142	22406	1
142	22408	1
142	22410	1
142	22412	1
142	22417	1
142	22418	1
142	22419	1
142	22429	1
142	22439	1
142	22442	1
142	22445	1
155	1066	1
155	1722	1
155	2039	1
155	2388	1
155	3033	1
155	3143	1
155	3383	1
155	5825	1
155	7303	1
155	9781	1
155	10599	1
155	17606	1
157	3372	1
157	27802	1
158	27804	1
171	21765	1
176	60	1
176	542	1
176	877	1
176	973	1
176	1389	1
176	1555	1
176	3225	1
176	4936	1
176	4947	1
176	9398	1
176	17807	1
176	18136	1
176	23380	1
176	28199	1
176	28209	1
176	28210	1
183	28220	1
183	28223	1
191	193	1
191	194	1
191	195	1
191	196	1
191	197	1
191	203	-1
195	9864	1
203	191	-1
231	30515	1
238	30519	1
243	4691	1
251	417	1
251	651	1
251	2817	1
251	5994	1
255	8670	1
257	75	1
257	1505	1
257	1733	1
257	1850	1
257	2907	1
257	3980	1
257	10400	1
257	11652	1
257	11782	1
257	26674	1
257	26676	1
261	947	-1
261	7342	1
261	10384	1
261	30539	1
265	78	1
265	836	1
265	936	1
269	3823	1
269	27458	1
302	23376	1
306	542	1
306	2300	1
306	3143	1
306	3872	1
306	7195	1
316	331	-1
316	417	1
316	1240	-1
316	2782	1
316	3096	1
316	3371	-1
316	3951	1
316	13516	-1
316	30610	-1
317	6	1
317	1455	1
317	3096	1
317	3771	1
317	3944	1
317	4630	1
317	9351	1
317	9984	1
317	12401	1
317	12405	1
317	12409	1
317	12410	1
317	12416	1
323	142	1
323	821	1
323	822	1
323	836	1
323	1050	1
323	1200	1
323	1389	1
323	1540	1
323	1639	1
323	2300	1
323	2328	1
323	2786	1
323	3872	1
323	4747	1
323	5716	1
323	6159	1
323	6636	1
323	7320	1
323	7458	1
323	7858	1
323	8033	1
323	8850	1
323	9119	1
323	9386	1
323	11732	1
323	13287	1
323	13736	1
323	14401	1
323	14742	1
323	15466	1
323	15497	1
323	16321	1
323	16924	1
323	17998	1
323	19710	1
323	20651	1
323	21029	1
323	26120	1
323	27564	1
323	29246	1
323	30630	1
323	30640	1
323	30641	1
323	30642	1
323	30643	1
323	30649	1
323	30650	1
329	106	1
329	877	1
329	943	1
329	1383	1
329	1455	1
329	2094	1
329	2352	1
329	2732	1
329	3090	1
329	3335	1
329	3539	1
329	3766	1
329	4788	1
329	5715	1
329	5720	1
329	5838	1
329	6019	1
329	7018	1
329	11193	1
329	13234	1
329	13892	1
329	14232	1
329	22247	1
329	23664	1
329	23667	1
329	23669	1
329	23671	1
329	23674	1
329	23680	-1
331	1240	1
333	21017	1
358	2842	1
358	4967	-1
360	877	1
360	1193	1
360	2213	1
360	30711	1
360	30715	1
377	30733	1
388	651	1
388	14610	-1
391	7064	1
391	30764	1
391	30765	1
408	815	1
408	947	1
408	1014	1
408	1803	-1
408	2300	1
408	3335	1
408	4445	1
408	5994	1
408	7621	1
408	8654	1
408	9740	-1
408	19476	1
408	26831	1
408	30849	1
408	30852	1
408	30853	1
409	417	1
409	776	1
409	877	1
409	1168	-1
409	2633	1
409	3909	1
409	3951	-1
409	4052	1
409	4091	-1
409	4159	1
409	9099	1
409	21279	1
409	21280	1
409	21281	1
410	1491	-1
420	316	1
420	30863	1
420	30867	1
420	30870	1
420	30871	1
421	329	1
424	14340	-1
433	4052	1
433	5825	1
433	13465	1
433	30909	1
446	7704	1
446	7878	1
446	12869	1
446	17807	1
446	29359	1
446	30924	1
446	30927	1
446	30930	1
470	877	1
470	3335	1
471	1240	1
490	716	1
490	791	1
490	1008	1
490	1017	1
490	1733	1
490	1765	1
490	2300	1
490	2441	-1
490	3202	1
490	3225	1
490	3331	-1
490	3658	1
490	3922	-1
490	3926	-1
490	3944	-1
490	4377	1
490	5919	1
490	6701	-1
490	8228	-1
490	9680	1
490	10436	1
490	11430	1
490	13765	1
490	19291	-1
490	19710	1
490	20306	-1
490	27404	-1
515	2747	1
515	10143	1
515	21848	1
519	302	1
522	74	1
522	106	1
522	261	1
522	329	1
522	471	1
522	791	1
522	815	1
522	821	1
522	854	1
522	936	1
522	943	1
522	1200	1
522	1240	1
522	1254	1
522	1271	1
522	1455	1
522	1491	-1
522	1505	1
522	1649	1
522	1773	1
522	2239	1
522	2466	1
522	2679	1
522	2720	1
522	2794	1
522	3143	1
522	3411	1
522	3426	1
522	3493	1
522	3494	1
522	3629	1
522	4324	1
